CleanedTweets,Tweets,Time,TimeNew,TimeChanged,PolarityScore
find saddest picture ivankatrump never able push way trumpvsbiden,"\"What I find saddest about this picture is that #IvankaTrump would never be able to push her way in. #TrumpVsBiden https://t.co/laKDyNWDyh\"","\"2020-11-19 14:37:27.938740\"",2020-11-19T15:42:23.248+05:30,"",Negative
response funny enough tell donaldtrump trumpvsbiden digitalmarketing momentmarketing,"\"What's your response? Is it funny enough? Tell us.\\n\\n#DonaldTrump #TrumpvsBiden #digitalmarketing #momentmarketing\\u2026 https://t.co/KNtlDMwwyQ\"","\"2020-11-19 14:37:30.940796\"",2020-11-19T15:42:23.248+05:30,"",Positive
eyes scandinavian democracy usa election seems like stone age battle field ther,"\"@realDonaldTrump In the eyes of Scandinavian democracy, this USA election seems like a stone age battle field. Ther\\u2026 https://t.co/bwQivQM4NP\"","\"2020-11-19 14:37:33.942666\"",2020-11-19T15:42:23.248+05:30,"",Negative
team trumpvsbiden trying force nation low income elderly blind disabled homes,"\"Team #TrumpvsBiden is trying to force our nation\\u2019s #low_income #elderly, #blind and disabled out of their own homes\\u2026 https://t.co/V62p0CEx4p\"","\"2020-11-19 14:37:36.946302\"",2020-11-19T15:42:23.248+05:30,"",Negative
really think man won take answer nation take answer wom,"\"Do you really think that a man who won\\u2019t take no for an answer from a nation would take no for an answer from a wom\\u2026 https://t.co/U5HyCLacza\"","\"2020-11-19 14:37:39.949692\"",2020-11-19T15:42:23.248+05:30,"",Positive
favourite biden trump trump trumpvsbiden biden bidenpresident trumppresident biden,"\"Who is your favourite? Biden or Trump #Trump2020 #TrumpvsBiden #Biden #BidenPresident #TrumpPresident #Biden2020\"","\"2020-11-19 14:37:42.952312\"",2020-11-19T15:42:23.248+05:30,"",Positive
every time trump supporter says won fall populist manipulation latinamerica along,"\"Every time a #Trump supporter says that they won't fall in populist manipulation, 98% of Latinamerica, along with R\\u2026 https://t.co/Ynx5e7CQJB\"","\"2020-11-19 14:37:45.954668\"",2020-11-19T15:42:23.248+05:30,"",Positive
man right said get tired winning trump trumpcrimefamily,"\"Man, @realDonaldTrump was right when he said we'd get tired of winning\\n\\n#Trump #TrumpCrimeFamily\\u2026 https://t.co/CfnLH9KlUx\"","\"2020-11-19 14:37:48.958355\"",2020-11-19T15:42:23.248+05:30,"",Positive
put baby filter debate make laugh trumpvsbiden trump,"\"I put a baby filter on the debate and it will make you laugh... \\nhttps://t.co/cEXdS3THX2 \\n\\n#TrumpvsBiden #Trump\\u2026 https://t.co/HcSo8RaBe2\"","\"2020-11-19 14:37:52.695717\"",2020-11-19T15:42:23.248+05:30,"",Positive
put baby filter debate make laugh trumpvsbiden trump,"\"I put a baby filter on the debate and it will make you laugh... \\nhttps://t.co/cEXdS3THX2 \\n\\n#TrumpvsBiden #Trump\\u2026 https://t.co/YNBlBpaFIp\"","\"2020-11-19 14:37:55.698741\"",2020-11-19T15:42:23.248+05:30,"",Positive
work guys trump elections trumpvsbiden,"\"@WhiteHouse @Mike_Pence @realDonaldTrump So how'd this all work out for you guys? #Trump #2020Elections #TrumpvsBiden\"","\"2020-11-19 14:37:58.702590\"",2020-11-19T15:42:23.248+05:30,"",Positive
somebody give milk stop crying trumpvsbiden,"\"@realDonaldTrump Somebody give him milk, so he can stop crying. #TrumpvsBiden\"","\"2020-11-19 14:38:01.704427\"",2020-11-19T15:42:23.248+05:30,"",Negative
come rudy pants maybe need tuck shirt trump,"\"@RudyGiuliani It'll come it of what, Rudy? Your pants? Maybe you need to \\\"tuck your shirt in\\\" again?\\n\\n#Trump\\u2026 https://t.co/lEvVjJ94uY\"","\"2020-11-19 14:38:04.706798\"",2020-11-19T15:42:23.248+05:30,"",Positive
trumpvsbiden ntrump court cases philly finished recounting amp biden leads wayne county,"\"#TrumpvsBiden \\n\\nTrump is 1-25 in court cases, Philly has finished recounting &amp; Biden leads by over 80K,Wayne County\\u2026 https://t.co/Wg2fF7FqN2\"","\"2020-11-19 14:38:07.710536\"",2020-11-19T15:42:23.248+05:30,"",Positive
day president biden sworn office amazing thing see say cdonald,"\"In the day that president #Biden is sworn into office it would be such an amazing thing to see him say \\u201cDonald\\u2026 https://t.co/GJ5rICrx2z\"","\"2020-11-19 14:38:10.713859\"",2020-11-19T15:42:23.248+05:30,"",Positive
seems two choices currently working trump honor get fired months,"\"So it seems that you have two choices currently working for Trump. Go down now with honor or get fired in 2 months\\u2026 https://t.co/Ut8E7TCT2x\"","\"2020-11-19 14:38:13.714735\"",2020-11-19T15:42:23.248+05:30,"",Negative
whoever advises donald trump worst enemy slowly steady dragging prison trumpvsbiden,"\"Whoever advises Donald Trump is his Worst enemy. He's slowly and steady dragging him to the prison. \\n#TrumpvsBiden\"","\"2020-11-19 14:38:16.718520\"",2020-11-19T15:42:23.248+05:30,"",Negative
spinless self trump going take back office believe trumpvsbiden,"\"Spinless ba***Rd go ##k your self Trump is going to take back the office and I believe that\\n\\n#TrumpvsBiden\\u2026 https://t.co/VLbw9UsM1n\"","\"2020-11-19 14:38:19.722334\"",2020-11-19T15:42:23.248+05:30,"",Positive
dreamcatcher afazenda followtrick afazenda trumpvsbiden biden electionday,"\"@V4NT3GOO dreamcatcher\\n\\n#AFazenda12 #followtrick #AFazenda #TrumpvsBiden #Biden2020 #ElectionDay https://t.co/4d0EvFZO7v\"","\"2020-11-19 14:38:22.726117\"",2020-11-19T15:42:23.248+05:30,"",Positive
still best debate moment ude trumpvsbiden,"\"Still the best debate moment \\ud83d\\ude02 #TrumpvsBiden @realDonaldTrump @FoxNews https://t.co/TD0MgXmb6p\"","\"2020-11-19 14:38:25.726778\"",2020-11-19T15:42:23.248+05:30,"",Positive
point lord need let trump know lost ude sore loser nah trumpmeltdown trumpvsbiden,"\"At this point the Lord himself need to let Trump know he lost \\ud83d\\ude29 Sore loser or nah? #TrumpMeltdown #TrumpvsBiden\"","\"2020-11-19 14:38:28.730651\"",2020-11-19T15:42:23.248+05:30,"",Negative
chris krebs telling truth trump knows irregularities option,"\"@PaulaChertok If Chris Krebs is not telling the truth, if Trump knows there were irregularities, he has no option b\\u2026 https://t.co/GFuisWsusZ\"","\"2020-11-19 14:38:31.734701\"",2020-11-19T15:42:23.248+05:30,"",Positive
usa christians trumpvsbiden trump tosaveamerica nwalk wise wise udf mix stupid,"\"#USA #christians #TrumpvsBiden #TRUMP2020ToSaveAmerica\\n\\nWalk With The Wise and Be Wise;\\ud83c\\udf1d Mix With The Stupid and Be\\u2026 https://t.co/7qfVCoae23\"","\"2020-11-19 14:38:34.738524\"",2020-11-19T15:42:23.248+05:30,"",Positive
trump biden trumpvsbiden trump biden trump biden,"\"Trump or Biden? \\n\\n#TrumpvsBiden #Trump #Biden #Trump2020 #Biden2020\"","\"2020-11-19 14:38:38.443844\"",2020-11-19T15:42:23.248+05:30,"",Positive
must heal nation never take advantage freedoms seeing many support,"\"2/2 We must do what we can to heal our nation and to never take advantage of our freedoms.seeing how many support h\\u2026 https://t.co/vF0Gl6x7YN\"","\"2020-11-19 14:38:41.446839\"",2020-11-19T15:42:23.248+05:30,"",Negative
pubs opening government bumbling join another brilliant podcast later morning borisjohnson,"\"Pubs opening? Government bumbling? Join us for another brilliant podcast. Out later this morning. #BorisJohnson\\u2026 https://t.co/FCnCCfpwsK\"","\"2020-11-19 14:38:44.450671\"",2020-11-19T15:42:23.248+05:30,"",Positive
breakingnews nyet another trump campaign loss pennsylvania supremecourt challenge philadelphia election obs,"\"#Breakingnews \\n\\nYet another #Trump campaign loss #Pennsylvania #SupremeCourt challenge to Philadelphia election obs\\u2026 https://t.co/PEsx5RaMsB\"","\"2020-11-19 14:38:47.454456\"",2020-11-19T15:42:23.248+05:30,"",Negative
trump leaving white house like foreclosure trashing place kick,"\"Trump leaving the White House is like a foreclosure. He's trashing the place before they kick him out.\\u2026 https://t.co/PUmoHFI7wj\"","\"2020-11-19 14:38:50.458505\"",2020-11-19T15:42:23.248+05:30,"",Positive
check road bike aluminium frame shimano gear tire eecoobikes via trumpvsbiden biker,"\"Check out ROAD BIKE  Aluminium frame SHIMANO gear 700C 23 tire #EECOOBIKES https://t.co/Ny75MM0W6p via @eBay #TrumpvsBiden #biker\"","\"2020-11-19 14:38:53.460151\"",2020-11-19T15:42:23.248+05:30,"",Positive
hereby declare winner powerball fascist goon half country belie,"\"I hereby declare myself the winner of the Powerball...oh. I have to be a fascist goon for half the country to belie\\u2026 https://t.co/kC7gcR0aOD\"","\"2020-11-19 14:38:56.462660\"",2020-11-19T15:42:23.248+05:30,"",Positive
mad hornet trumpvsbiden trumpvsbidenfight trumpiscompromised trumpliedpeopledied trumpmeltdown,"\"I'm Mad As A Hornet \\n#TrumpvsBiden #TrumpVsBidenFight #TrumpIsCompromised #TrumpLiedPeopleDied #TrumpMeltdown https://t.co/gYl1ODRMO3\"","\"2020-11-19 14:38:59.466438\"",2020-11-19T15:42:23.248+05:30,"",Negative
send tweet starts speak every american please provide audit trail spoke,"\"If you send a tweet that starts \\u201cI speak for every American...\\u201d please provide an audit trail of where you spoke wi\\u2026 https://t.co/AXSHD0mFE7\"","\"2020-11-19 14:39:02.469947\"",2020-11-19T15:42:23.248+05:30,"",Positive
listen live rudygiuliani trumpvsbiden,"\"Listen live... #RudyGiuliani #TrumpvsBiden https://t.co/AHUnsasTB0\"","\"2020-11-19 14:39:05.473507\"",2020-11-19T15:42:23.248+05:30,"",Positive
giuliani said seek day payment trump legal work giuliani rudyguliani,"\"Giuliani Is Said to Seek $20,000 a Day Payment for Trump Legal Work https://t.co/NAAzCNhqtt #Giuliani #RudyGuliani\\u2026 https://t.co/XdDyIknCsD\"","\"2020-11-19 14:39:08.474743\"",2020-11-19T15:42:23.248+05:30,"",Positive
looks like potus full check mate mode since executive order get interesting,"\"Looks like POTUS is in full Check Mate mode since 2018with that executive order.   It's about to get interesting.\\u2026 https://t.co/Qu3rZaAjT7\"","\"2020-11-19 14:39:11.478668\"",2020-11-19T15:42:23.248+05:30,"",Positive
joe biden makes new appointments white house positions full list bidenharris presidentelectjoe,"\"Joe Biden Makes 9 New Appointments To White House Positions (Full List)\\n\\n#BidenHarris2020 #PresidentElectJoe\\u2026 https://t.co/BrR4LNGGaz\"","\"2020-11-19 14:39:14.482057\"",2020-11-19T15:42:23.248+05:30,"",Positive
gonna tell kids elections went trumpvsbiden,"\"Gonna tell my kids this is how the #ELECTIONS2020 went\\n#TrumpvsBiden https://t.co/bBlpDBUgG7\"","\"2020-11-19 14:39:17.485743\"",2020-11-19T15:42:23.248+05:30,"",Positive
breaking supreme court rules favor trumpvsbiden,"\"BREAKING: Supreme Court Rules In Favor Of @POTUS / @realDonaldTrump\\n #TrumpvsBiden\"","\"2020-11-19 14:39:22.587925\"",2020-11-19T15:42:23.248+05:30,"",Positive
maga results similar trumpvsbiden ude ude ude still confident trump victory udc,"\"#maga2020 results similar to #TrumpvsBiden \\ud83d\\ude02\\ud83d\\ude02\\ud83d\\ude02 \\u2066@realDonaldTrump\\u2069 still confident in a #Trump victory \\ud83d\\udc95 https://t.co/ZzbwZddVAh\"","\"2020-11-19 14:39:25.590728\"",2020-11-19T15:42:23.248+05:30,"",Positive
lol trump donors gonna get swindled trumpvsbiden,"\"Lol Trump donors are gonna get swindled. #TrumpvsBiden https://t.co/9ZixS6UyoA\"","\"2020-11-19 14:39:28.594604\"",2020-11-19T15:42:23.248+05:30,"",Positive
election electionresults uddfa uddf maga trumpvsbiden,"\"@PepeNewsNow @LeroyLives @SidneyPowell1 #Election2020 #ElectionResults2020 \\ud83c\\uddfa\\ud83c\\uddf8 (#MAGA again)\\n\\n#TrumpVsBiden &gt;\\u2026 https://t.co/vy6BtsXsYl\"","\"2020-11-19 14:39:31.595615\"",2020-11-19T15:42:23.248+05:30,"",Positive
dance outside white house dance president exit trumpvsbiden trump,"\"Dance outside The White House - They dance out The President Exit \\n#TrumpvsBiden \\n#Trump\\nhttps://t.co/PCX0iavmzj\"","\"2020-11-19 14:39:34.599309\"",2020-11-19T15:42:23.248+05:30,"",Positive
bitcoin boom bitcoin boom btc canada france england germany usa america,"\"BITCOIN BOOM https://t.co/dK08D377ZF BITCOIN BOOM  1BTC $17163  \\u2026  Canada #France #England #Germany  USA, America\\u2026 https://t.co/CMUOHlFBsL\"","\"2020-11-19 14:39:37.602716\"",2020-11-19T15:42:23.248+05:30,"",Positive
check gig fiverr stencil art capricorn philadelphia,"\"Check out my Gig on Fiverr: stencil art https://t.co/9dYg70kWNj\\n\\n#RepublicansForBiden #Capricorn #Philadelphia\\u2026 https://t.co/pZPrrbrSm8\"","\"2020-11-19 14:39:40.606469\"",2020-11-19T15:42:23.248+05:30,"",Positive
trump want yemen trump republicans insist killing yemeni people,"\"@ggreenwald What does Trump want from Yemen?  Why do Trump and his Republicans insist on killing the Yemeni people?\\u2026 https://t.co/fLV0f7IxPH\"","\"2020-11-19 14:39:43.609349\"",2020-11-19T15:42:23.248+05:30,"",Negative
millions watched closely joe biden donald trump battled way electoral votes hide,"\"Millions watched closely as Joe Biden and Donald Trump battled on the way to 270 electoral votes - and did not hide\\u2026 https://t.co/TLoEX4JoL8\"","\"2020-11-19 14:39:46.610720\"",2020-11-19T15:42:23.248+05:30,"",Negative
dami dreamcatcher afazenda followtrick afazenda trumpvsbiden biden electionday,"\"@eunhaciel Dami do dreamcatcher\\n\\n#AFazenda12 #followtrick #AFazenda #TrumpvsBiden #Biden2020 #ElectionDay https://t.co/4d0EvFZO7v\"","\"2020-11-19 14:39:49.614613\"",2020-11-19T15:42:23.248+05:30,"",Positive
thread bidenharris biden trump trumpvsbiden trump election,"\"Thread #BidenHarris2020 #Biden #Trump2020 #TrumpvsBiden #Trump #Election2020 https://t.co/mbymzgheXT\"","\"2020-11-19 14:39:52.618438\"",2020-11-19T15:42:23.248+05:30,"",Positive
best deals bitcoin swiss trades bitcoin bitcoincash cryptocurrency business trading,"\"DM us for  best deals on bitcoin @ swiss trades #Bitcoin #BitcoinCash  #cryptocurrency  #business #trading #2020\\u2026 https://t.co/Qgf6A2DOYx\"","\"2020-11-19 14:39:55.622241\"",2020-11-19T15:42:23.248+05:30,"",Positive
viewing election result uselectionresults uselection uselections trumpvsbiden trumpconcede,"\"How I'm viewing the US election result #USElectionResults #USElection #USElections2020 #TrumpvsBiden #TrumpConcede https://t.co/ZjUpSxkecg\"","\"2020-11-19 14:39:58.626046\"",2020-11-19T15:42:23.248+05:30,"",Positive
original fake news trumpvsbiden fdt,"\"The Original Fake News. #TrumpvsBiden #FDT https://t.co/JNHPRFu1uu\"","\"2020-11-19 14:40:03.850678\"",2020-11-19T15:42:23.248+05:30,"",Negative
rodriguez biden takes new post published rodriguez cbiden takes,"\"Rodriguez: \\\"Biden takes over\\\" - New Post has been published on https://t.co/twhDRDLan0 Rodriguez: \\u201cBiden takes over\\u2026 https://t.co/mVOE6k2Ffx\"","\"2020-11-19 14:40:06.854354\"",2020-11-19T15:42:23.248+05:30,"",Positive
rodriguez biden takes new post published rodriguez cbiden takes,"\"Rodriguez: \\\"Biden takes over\\\" - New Post has been published on https://t.co/twhDRDLan0 Rodriguez: \\u201cBiden takes over\\u2026 https://t.co/RomU7NhUgr\"","\"2020-11-19 14:40:09.858155\"",2020-11-19T15:42:23.248+05:30,"",Positive
game definitely still ude trumpvsbiden,"\"Game is definitely still not over \\ud83d\\ude01\\n#TrumpvsBiden https://t.co/WlFYoXRl3r\"","\"2020-11-19 14:40:12.860768\"",2020-11-19T15:42:23.248+05:30,"",Positive
problem concede elections real scare right,"\"Problem is not that @realDonaldTrump would not concede elections, the real scare is what if he's right! That's the\\u2026 https://t.co/F8Ex523biH\"","\"2020-11-19 14:40:15.862756\"",2020-11-19T15:42:23.248+05:30,"",Negative
world must look udc well trumpvsbiden usaelection,"\"World must look \\ud83d\\udc40 here as well!! #TrumpvsBiden #USAelection2020 https://t.co/g9tTSxGf2W\"","\"2020-11-19 14:40:18.866568\"",2020-11-19T15:42:23.248+05:30,"",Positive
check gig fiverr stencil art capricorn tiktok coronavirus,"\"Check out my Gig on Fiverr: stencil art https://t.co/9dYg70kWNj\\n\\n#Europe #Capricorn #TikTok #coronavirus\\u2026 https://t.co/8DGNqQKpF6\"","\"2020-11-19 14:40:21.870261\"",2020-11-19T15:42:23.248+05:30,"",Positive
harry vox exposed rockefeller pandemic nthis recent lecture vaccines backdoor must,"\"Harry Vox exposed the Rockefeller Pandemic in 2014.\\nThis is his most recent lecture &gt; Vaccines as a Backdoor. Must\\u2026 https://t.co/qoOjh4hFXc\"","\"2020-11-19 14:40:24.873810\"",2020-11-19T15:42:23.248+05:30,"",Negative
politics video links election bidenvstrump donaldtrump election joebiden trumpvsbiden,"\"#politics Video links to ELECTION 2020 #BidenvsTrump #DonaldTrump #election2020 #JoeBiden #TrumpvsBiden\\nhttps://t.co/gKQ2H2RFvF\"","\"2020-11-19 14:40:27.876249\"",2020-11-19T15:42:23.248+05:30,"",Positive
want get views sweet fancam ivoted ilcolle election,"\"i want to get 10k views for this sweet fancam \\u2661 #IVoted #ilcolle #\\u0e40\\u0e25\\u0e37\\u0e2d\\u0e01\\u0e15\\u0e31\\u0e49\\u0e07\\u0e2a\\u0e2b\\u0e23\\u0e31\\u0e102020 #\\u975e\\u58f0\\u512a\\u51fa\\u6f14\\u3067\\u30aa\\u30b9\\u30b9\\u30e1\\u3067\\u304d\\u308b\\u30a2\\u30cb #Election2020\\u2026 https://t.co/kKBw96kZv4\"","\"2020-11-19 14:40:30.878699\"",2020-11-19T15:42:23.248+05:30,"",Positive
check gig fiverr stencil art capricorn philadelphia,"\"Check out my Gig on Fiverr: stencil art https://t.co/9dYg70kWNj\\n\\n#RepublicansForBiden #Capricorn #Philadelphia\\u2026 https://t.co/pDBXxHyMAL\"","\"2020-11-19 14:40:33.882599\"",2020-11-19T15:42:23.248+05:30,"",Positive
check gig fiverr stencil art capricorn philadelphia,"\"Check out my Gig on Fiverr: stencil art https://t.co/9dYg70kWNj\\n\\n#RepublicansForBiden #Capricorn #Philadelphia\\u2026 https://t.co/aju8Wty9cM\"","\"2020-11-19 14:40:36.885951\"",2020-11-19T15:42:23.248+05:30,"",Positive
guys happy election think good job uselection,"\"Are you guys happy about this election and do you think @joebiden will do a good job ? \\n\\n#USElection2020\\u2026 https://t.co/jTP3nr4THC\"","\"2020-11-19 14:40:39.889686\"",2020-11-19T15:42:23.248+05:30,"",Positive
